epoch,loss,val_loss,epoch_time_seconds
1,0.011255215853452682,0.006775499787181616,31.97533123753965
2,0.007815343327820301,0.006423573940992355,23.07896140962839
3,0.007443542592227459,0.006574286613613367,23.09006985463202
4,0.00723379198461771,0.00628969632089138,23.163864511996508
5,0.0070839207619428635,0.006238129921257496,23.241898031905293
6,0.00707185547798872,0.006142249796539545,23.131065547466278
7,0.006998118478804827,0.006146744824945927,23.053042294457555
8,0.007013631518930197,0.006139261648058891,23.028039891272783
9,0.006948820780962706,0.006130368914455175,22.968316607177258
10,0.006991387344896793,0.006041116546839476,22.99588680267334
11,0.006906232796609402,0.006092719733715057,22.935444984585047
12,0.006930363364517689,0.006152423098683357,22.949413739144802
13,0.006873458623886108,0.005931008141487837,23.028471926227212
14,0.006843484938144684,0.0060727777890861034,22.970535332337022
15,0.0068617588840425014,0.005930403713136911,23.05901750177145
16,0.006833730731159449,0.006028622854501009,23.015675120055676
17,0.0067751044407486916,0.006060102954506874,23.00961014814675
18,0.006767141632735729,0.00623443815857172,22.93743532523513
19,0.006845951080322266,0.00621532229706645,22.97161070816219
20,0.006800661329180002,0.0059201535768806934,22.976244129240513
21,0.0068012685514986515,0.00583484536036849,23.806639378890395
22,0.006739792414009571,0.005865335930138826,22.997222758829594
23,0.006795022636651993,0.005984556395560503,23.063582498580217
24,0.006735710892826319,0.006428571883589029,23.547667579725385
25,0.006740221753716469,0.005888625979423523,23.020572418347
26,0.006808712147176266,0.006276419386267662,23.010337049141526
27,0.006698653567582369,0.0059567163698375225,22.99238250590861
28,0.006745500955730677,0.006494505796581507,23.045899264514446
29,0.006723205558955669,0.005842138081789017,22.988487605005503
30,0.006763257086277008,0.005719055887311697,23.097162844613194
31,0.006706815678626299,0.005930489860475063,23.065992824733257
32,0.006768354680389166,0.006238115020096302,23.03771243058145
33,0.006680256687104702,0.0056145996786653996,23.095830027014017
34,0.006554434075951576,0.00592885771766305,23.063929727301
35,0.006661105901002884,0.005989914294332266,23.03685526549816
36,0.006635965779423714,0.005568111315369606,23.175168024376035
37,0.006585127208381891,0.0056103989481925964,23.0532147269696
38,0.006535422522574663,0.005631714127957821,23.073976892977953
39,0.006445726379752159,0.005604749079793692,23.127308897674084
40,0.006771979853510857,0.006153746508061886,23.133741652593017
41,0.006557752378284931,0.005567047744989395,23.212914807721972
42,0.0064300955273211,0.005495940335094929,23.2118119597435
43,0.00675557367503643,0.005969863850623369,23.205939423292875
44,0.006527518853545189,0.005404157098382711,23.405378326773643
45,0.00625464366748929,0.005434498190879822,23.136792447417974
46,0.006371728144586086,0.005277804099023342,23.219958938658237
47,0.006338667590171099,0.005696584936231375,23.195080863311887
48,0.0063120112754404545,0.00628187321126461,23.17904480546713
49,0.006295883096754551,0.005248986650258303,23.27744221314788
50,0.006213043350726366,0.005826997570693493,23.191530980169773
51,0.006397060118615627,0.00517631508409977,23.235673751682043
52,0.006115608382970095,0.0049711233004927635,23.28965073823929
53,0.006215957459062338,0.00510392664000392,23.19690545834601
54,0.006465478800237179,0.006444734055548906,23.267702408134937
55,0.006566112861037254,0.005572383292019367,23.18961244262755
56,0.006328611634671688,0.005814988631755114,23.195289781317115
57,0.006248587276786566,0.005102658178657293,23.24856100603938
58,0.006499006878584623,0.006115551106631756,23.209370089694858
59,0.006945878732949495,0.005630651023238897,23.21634503081441
60,0.006198721472173929,0.005160596687346697,23.220005532726645
61,0.006119997706264257,0.005222398322075605,23.200154287740588
62,0.005910295061767101,0.004873167257755995,23.335147108882666
63,0.0060998122207820415,0.005268673412501812,23.21700554713607
64,0.006156296469271183,0.004993984941393137,23.209903858602047
65,0.005896110087633133,0.00491498364135623,23.255900053307414
66,0.005778951104730368,0.004935964476317167,23.22047587670386
67,0.00588642293587327,0.005375190172344446,23.288465715944767
68,0.0057965535670518875,0.004723431076854467,23.28340083360672
69,0.0058401101268827915,0.005093798972666264,23.22099056839943
70,0.005732956808060408,0.004608677700161934,23.3262060880661
71,0.005673677194863558,0.0045654443092644215,23.267971616238356
72,0.005564989522099495,0.004494960885494947,23.3186676222831
73,0.005726675968617201,0.0049856663681566715,23.2832803260535
74,0.005655829794704914,0.004599413368850946,23.229899026453495
75,0.0053892978467047215,0.004893487319350243,23.255664946511388
76,0.005780335050076246,0.004504979122430086,23.258833333849907
77,0.00544190127402544,0.004445204045623541,23.330531235784292
78,0.005531327333301306,0.0044567822478711605,23.2801214158535
79,0.005413960199803114,0.004601291846483946,23.258115880191326
80,0.005573024973273277,0.004504739306867123,23.327858366072178
81,0.005362640134990215,0.004331351723521948,23.36072263121605
82,0.005382896866649389,0.004394592717289925,23.273568723350763
83,0.0054294210858643055,0.004333810415118933,23.36941667459905
84,0.005381258204579353,0.0043740957044065,23.29481716454029
85,0.00535265589132905,0.004450580105185509,23.335242619737983
86,0.005466250702738762,0.0054368069395422935,23.306424280628562
87,0.005358407273888588,0.004312263336032629,23.339239720255136
88,0.005296098068356514,0.004535249434411526,23.359076287597418
89,0.00533594423905015,0.004278367850929499,23.392804039642215
90,0.005478683393448591,0.004679614678025246,23.369026700034738
91,0.005450377240777016,0.004792386200278997,23.38263038918376
92,0.005169479176402092,0.00412578834220767,23.40465289540589
93,0.00511521939188242,0.004154390189796686,23.44906102307141
94,0.0051334938034415245,0.004445794969797134,23.365342373028398
95,0.0052170054987072945,0.004125571809709072,23.44695577584207
96,0.005164462607353926,0.004107263404875994,23.430432062596083
97,0.005130577366799116,0.004261265974491835,23.378157941624522
98,0.005103539675474167,0.004222911316901445,23.4082911927253
99,0.005069216247648001,0.004211516585201025,23.392011795192957
100,0.0051836431957781315,0.00408185925334692,23.465135373175144
101,0.0050134253688156605,0.004385033622384071,23.387780399993062
102,0.005048221442848444,0.004084702581167221,23.4196308106184
103,0.0050190044566988945,0.003956779837608337,23.496192567050457
104,0.00494603905826807,0.00419736560434103,23.414771707728505
105,0.005021658260375261,0.0040930998511612415,23.372657435014844
106,0.004892352968454361,0.003968961536884308,23.443257696926594
107,0.005006776656955481,0.004034856799989939,23.40781898237765
108,0.005000224336981773,0.004003684036433697,23.42922413907945
109,0.004958292469382286,0.004049866460263729,23.406204530969262
110,0.004912517964839935,0.004210270009934902,23.436232667416334
111,0.004914561752229929,0.0038962988182902336,23.513431906700134
112,0.004864308051764965,0.0039066290482878685,23.44576140679419
113,0.004934628028422594,0.004003231413662434,23.42224470898509
114,0.0048659625463187695,0.0041257175616919994,23.438633048906922
115,0.004873555153608322,0.003963606897741556,23.479468416422606
116,0.0048409635201096535,0.003911162260919809,23.460436215624213
117,0.004900799598544836,0.0039002730045467615,23.497209241613746
118,0.0048044524155557156,0.003866171231493354,23.731717988848686
119,0.004840369336307049,0.0038005525711923838,23.53014512732625
120,0.004819229710847139,0.0038454614114016294,23.470130808651447
121,0.004791090730577707,0.0037934572901576757,23.56249524652958
122,0.004813146777451038,0.003734365338459611,23.509254394099116
123,0.004836551379412413,0.0037729234900325537,23.518470956012607
124,0.0047643776051700115,0.0038016571197658777,23.527574317529798
125,0.004786829464137554,0.0037803277373313904,23.508805425837636
126,0.004775265697389841,0.0037506157532334328,23.503412820398808
127,0.004734576214104891,0.0037819829303771257,23.489144023507833
128,0.004723092541098595,0.0037182800006121397,23.573006002232432
129,0.004822627641260624,0.00394186656922102,23.522678380832076
130,0.004708313848823309,0.003744834801182151,23.54261271096766
131,0.004784080199897289,0.003877827897667885,23.552665427327156
132,0.004717049188911915,0.003708335803821683,23.551310423761606
133,0.00469839945435524,0.0036997615825384855,23.61356466077268
134,0.004704831168055534,0.0037177172489464283,23.557237833738327
135,0.004662431310862303,0.00366907543502748,23.612473571673036
136,0.0046609980054199696,0.0036865246947854757,23.563599687069654
137,0.004685914143919945,0.0036012830678373575,23.66463742405176
138,0.004643987398594618,0.00365573912858963,23.545419681817293
139,0.004657198674976826,0.0036809693556278944,23.652174707502127
140,0.004674879834055901,0.0035679673310369253,23.625517807900906
141,0.004750106018036604,0.003627618309110403,23.606213400140405
142,0.004611469339579344,0.003801630809903145,23.58992542140186
143,0.0046045673079788685,0.0036014874931424856,23.585863448679447
144,0.004699152894318104,0.0036065331660211086,23.662267526611686
145,0.0046113161370158195,0.0035242147278040648,23.678427889943123
146,0.004552894271910191,0.0035589849576354027,23.58905546180904
147,0.004618901293724775,0.0035562890116125345,23.61332712508738
148,0.004566123243421316,0.003505802946165204,23.630219673737884
149,0.0045511662028729916,0.003524307394400239,23.662371030077338
150,0.004565539304167032,0.0035890783183276653,23.56322451122105
151,0.0045835841447114944,0.0035662909504026175,23.629208616912365
152,0.004605540540069342,0.003638424212113023,23.616528660058975
153,0.004550255369395018,0.003539526369422674,23.613532699644566
154,0.004594838712364435,0.003712001256644726,23.6394462864846
155,0.004541726782917976,0.003501398954540491,23.726886427029967
156,0.004531192593276501,0.0035187185276299715,23.595054607838392
157,0.004592712037265301,0.0035481967497617006,23.69355246052146
158,0.004498590715229511,0.0034902223851531744,23.676696641370654
159,0.004519088193774223,0.0036091848742216825,23.684863846749067
160,0.004556614439934492,0.0036068635527044535,23.635210521519184
161,0.004496266134083271,0.00346282497048378,23.731501031666994
162,0.0045454916544258595,0.003505554050207138,23.72871590964496
163,0.004450454376637936,0.0035135983489453793,23.638139909133315
164,0.004467380698770285,0.003483676817268133,23.71636462584138
165,0.004505632445216179,0.0034567948896437883,23.763118850067258
166,0.004467603750526905,0.0034871073439717293,23.695694206282496
167,0.004472802393138409,0.0034876270219683647,23.645577447488904
168,0.004477970767766237,0.0034705461002886295,23.68478874489665
169,0.004505916498601437,0.003560177981853485,23.710577331483364
170,0.0045148530043661594,0.0034573907032608986,23.72149390541017
171,0.004425536375492811,0.0034618605859577656,23.671131260693073
172,0.004469928331673145,0.0034491256810724735,23.795196006074548
173,0.004552348051220179,0.0034488087985664606,23.704282766208053
174,0.004447650630027056,0.003479429055005312,23.74883294850588
